date,fire_count
2009-11-21,2
2009-11-22,4
2009-11-23,0
2009-11-24,6
2009-11-25,2
2009-11-26,4
2009-11-27,2
2009-11-28,3
2009-11-29,1
2009-11-30,1
2009-12-01,1
2009-12-02,1
2009-12-03,1
2009-12-04,4
2009-12-05,0
2009-12-06,3
2009-12-07,3
2009-12-08,4
2009-12-09,2
2009-12-10,4
2009-12-11,3
2009-12-12,1
2009-12-13,2
2009-12-14,4
2009-12-15,1
2009-12-16,0
2009-12-17,0
2009-12-18,0
2009-12-19,1
2009-12-20,0
2009-12-21,1
2009-12-22,0
2009-12-23,2
2009-12-24,1
2009-12-25,0
2009-12-26,1
2009-12-27,2
2009-12-28,7
2009-12-29,1
2009-12-30,0
2009-12-31,5
